node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms,is_generic,country,country_full
ent:28349c67350cd6f9,Practice,Circularity Assessment Tools,circularity assessment tools,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c58::b05277d9cfcded7f,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Use of a circularity tool to evaluate existing buildings and give the best possible solutions to refurbishment,1,Circularity Assessment Tools,False,AU,Australia
ent:0960bbe00a0199e0,Practice,Circularity Audit,circularity audit,True,47.gbca-a-practical-guide-to-circular-procurement::c63::e59e5acdc9033343,47.gbca-a-practical-guide-to-circular-procurement.pdf,24.0,Conduct circularity audit,2,Circularity Audit,False,AU,Australia
ent:545de3662a7e88db,Practice,Cleaner Production,cleaner production,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,"Gomes da Silva, F.J.; Gouveia, R.M. Cleaner Production: Toward a Better Future; Springer International Publishing AG",2,Cleaner Production,False,AU,Australia
ent:4d432c36616fe4f5,Practice,"Cleaning, Sorting, and Testing",cleaning sorting and testing,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c37::a5ccbb4af7557523,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Cleaning, sorting, and testing add further expenses.",1,"Cleaning, Sorting, and Testing",False,AU,Australia
ent:c1ccf2f904e0c465,Practice,Climate resilience,climate resilience,True,47.gbca-a-practical-guide-to-circular-procurement::c68::ce5612aee6d8a734,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Ensure climate resilience by aligning the design with the project's climate resilience plan.,1,Climate resilience,False,AU,Australia
ent:a5579d68f36aad4d,Practice,Closed-Loop Recycling,closed-loop recycling,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,"designing for deconstruction, reusing materials, and implementing closed-loop recycling have been explored to minimize waste and maximize resource use",4,Closed-Loop Recycling,False,AU,Australia
ent:08864fba35a55958,Practice,Closed-Loop System,closed-loop system,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c24::a417c29937801981,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",13.0,increase close-loop production and manufacturing,1,Closed-Loop System,False,AU,Australia
ent:d803bb4b2f1ca831,Practice,Cloud-BIM enabled cyber-physical data and service platforms,cloud-bim enabled cyber-physical data and service platforms,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c121::0420140167796072,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,55.0,Cloud-BIM enabled cyber-physical data and service platforms for building component reuse. Sustainability,1,Cloud-BIM enabled cyber-physical data and service platforms,False,AU,Australia
ent:36024c57617905d0,Practice,Collaboration Across the Value Chain,collaboration across the value chain,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c9::1e319fb82ef42e8f,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"relies heavily on successful implementation, ongoing monitoring, and strong collaboration among stakeholders",6,Collaboration Across the Value Chain,False,AU,Australia
ent:87149f499bf5c1c9,Practice,Collection,collection,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"poor waste-stream data collection, and designs that do not support material end-of-life recovery",7,Collection,False,AU,Australia
ent:2042a12fce5e30e3,Practice,Commercial and Industrial Repair and Refurbishment,commercial and industrial repair and refurbishment,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,"Commercial and industrial repair and refurbishment continues, as does a local government focus on community repair.",1,Commercial and Industrial Repair and Refurbishment,False,AU,Australia
ent:46a41e458e0abd29,Practice,Community repair,community repair,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,"Commercial and industrial repair and refurbishment continues, as does a local government focus on community repair.",1,Community repair,False,AU,Australia
ent:f68a483c469cfc73,Practice,Component Design,component design,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c99::01db80ad19025a80,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,47.0,the component design and use of different construction methods to influence the recovery of materials,1,Component Design,False,AU,Australia
ent:d9b9e0d5a0fdc4e2,Practice,Component Labeling for Reuse,component labeling for reuse,False,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c60::77b14baf3509426e,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Label components/ materials for reuse,1,Component Labeling for Reuse,False,AU,Australia
ent:65d8d69427a8f75f,Practice,Composting,composting,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,"Activities through which wastes are collected, sorted, processed (including through composting), and/or converted into raw materials for use in a production system",2,Composting,False,AU,Australia
ent:bb67f328b272c930,Practice,Concrete Production,concrete production,True,52.Circular-Economy-Markets-Australia-_ARUP::c167::5dc58eae13043904,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"In concrete production, passports could provide information on the composition and properties of recycled aggregates.",2,Concrete Production,False,AU,Australia
ent:b7d0785ec3844814,Practice,Concrete Remineralisation with Captured Carbon Dioxide,concrete remineralisation with captured carbon dioxide,True,52.Circular-Economy-Markets-Australia-_ARUP::c166::9852289a7edae3e6,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"incorporating remineralisation of concrete through injection of captured carbon dioxide, is both low-carbon and circular",2,Concrete Remineralisation with Captured Carbon Dioxide,False,AU,Australia
ent:21ca8c5d65d7c48c,Practice,Connection detailing for reuse,connection detailing for reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c190::70b0f399f46acc28,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,provided sufficient anchorage for bars could be redeveloped through the connection detailing,1,Connection detailing for reuse,False,AU,Australia
ent:02e0cb5444b8012b,Practice,Constructing,constructing,False,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c355::3933fa4f501f2ed9,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"required for designing, specifying and constructing less carbon-intensive buildings",2,Constructing,False,AU,Australia
ent:46ddb484da66274b,Practice,Construction Activities,construction activities,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c22::b555352e2b828dd2,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,environmental impact of construction activities,2,Construction Activities,False,AU,Australia
ent:243a9dfa9e63623c,Practice,Construction and Demolition (C&D) Waste Reuse,construction and demolition (c&d) waste reuse,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c82::f539a9a7b8fcf8a3,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,application of cloud–BIM platform for C&D waste reuse111,1,Construction and Demolition (C&D) Waste Reuse,False,AU,Australia
ent:915b7157a6fe6f69,Practice,Construction and Demolition Waste Management (CDWM),construction and demolition waste management (cdwm),True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c3::f2971d06dea47692,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,the recycling rate for CDW not meeting the ambitious goals outlined by government policies,2,Construction and Demolition Waste (CDW) Management,False,AU,Australia
ent:5aa6a26bdf6e274e,Practice,Construction and Demolition Waste Recycling,construction and demolition waste recycling,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,study to determine the status of C&D recycling and re-use in Australia. The following sections detail the opportunities for recycling,1,Construction and Demolition Waste Recycling,False,AU,Australia
ent:a97556d2566d0f9b,Practice,Construction material transportation,construction material transportation,False,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c2::fc588aefaaf044d3,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,,waste minimisation opportunities during construction material transportation,1,Construction Material Transportation,False,AU,Australia
ent:bb89680b48c013e4,Practice,Construction Process,construction process,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c46::a1bba56eb9450ef6,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",21.0,does not ensure the close loop of materials in the construction process,2,Construction Process,False,AU,Australia
ent:800bee5512b03ad7,Practice,Construction Project Life Cycle,construction project life cycle,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c29::948665ff03f45aec,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,19.0,CE priority practices during five stages of a construction project life cycle,1,Construction Project Life Cycle,False,AU,Australia
ent:7ac65602fd196cd5,Practice,Construction Services,construction services,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"Environmentally Sustainable Procurement Policy for construction services, information and communication technology, textiles, and furniture",1,Construction Services,False,AU,Australia
ent:db56770eb655b84b,Practice,Construction Stage,construction stage,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c40::e2f58e69a63dd703,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,Recycling and reusing of materials must be promoted as much as possible during the construction stage (not considered in the design),2,Construction Stage,False,AU,Australia
ent:c8efd680b14e55d7,Practice,Continuous and future proof CE strategies,continuous and future proof ce strategies,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Continuous and future proof CE strategies,1,Continuous and future proof CE strategies,False,AU,Australia
ent:9505dc0f99358773,Practice,Conventional Recycling Methods,conventional recycling methods,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Johnson et al. [16] focused on conventional recycling methods without integrating essential circular economy principles, such as material reuse",2,Conventional Recycling Methods,False,AU,Australia
ent:c8d0e702d841cd2a,Practice,Conversion of industrial spaces into mixed-use developments,conversion of industrial spaces into mixed-use developments,True,55.australias-circular-economy-framework-2024::c55::ecef37652be5c3ad,55.australias-circular-economy-framework-2024.pdf,,zoning overlays that facilitate the conversion of industrial spaces into mixed-use developments or residential spaces,1,Conversion of industrial spaces into mixed-use developments,False,AU,Australia
ent:b7cbe575f1fea669,Practice,Core Design,core design,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c109::7b10d566e0b0ea0d,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,43.0,"Consider floor to floor heights, core design and universal design in buildings to enable future adaptability.",1,Core Design,False,AU,Australia
ent:50e4194d69949931,Practice,Corporate Donation of Unsold Goods,corporate donation of unsold goods,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,"Corporate donation of unsold goods to charities, and food rescue operations continue.",1,Corporate Donation of Unsold Goods,False,AU,Australia
ent:63cf1e45cf5b75a1,Practice,Cost-benefit Analysis,cost-benefit analysis,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c54::7428bafef6ba3508,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,33.0,waste operators apply cost-benefit analysis to decide the waste fate between recycling and landfilling options,1,Cost-benefit Analysis,False,AU,Australia
ent:6b0820d030b4164d,Practice,Cradle-to-Cradle Design,cradle-to-cradle design,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c20::3f84396c3ca3a59d,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"close the loop of materials cycles through high-value recycling, upcycling, cradle to cradle or servitization",3,Cradle-to-Cradle Design,False,AU,Australia
ent:f052d19662c61a11,Practice,Cradle-to-Grave Material Lifecycle,cradle-to-grave material lifecycle,False,91.A_case_study_of_construction_and_demolition_waste_management_process_flow_in_mega_infrastructure_projects_in_Australia::c5::910f3c6f75a62c27,91.A case study of construction and demolition waste management process flow in mega infrastructure projects in Australia.pdf,,"failed to consider the complete material lifecycle, i.e. cradle-to-grave pattern of material usage",1,Cradle-to-Grave Material Lifecycle,False,AU,Australia
ent:6a7de92d11533949,Practice,Cross-jurisdictional construction waste material trading,cross-jurisdictional construction waste material trading,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c121::0420140167796072,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,55.0,Cross-jurisdictional construction waste material trading: Learning from the smart grid. Journal of Cleaner Production,1,Cross-jurisdictional construction waste material trading,False,AU,Australia
ent:10af3d78b5cab6cf,Practice,Cultural shift,cultural shift,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,"without deliberate upskilling and cultural integration, there is a risk of displacement or disengagement",2,Cultural Shift,False,AU,Australia
ent:bfbe9868bf4e8d4a,Practice,Database Management,database management,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c122::d554181ec2bb799a,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Database management, knowledge of material properties, urban mining experts",1,Database Management,False,AU,Australia
ent:db59bedfab9c38c2,Practice,De-constructability of Designs,de-constructability of designs,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c39::0c55ef2d40a7b165,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,integration of circular economy principles during the design stage allows the development of strategies that focus on the de-constructability of designs,1,De-constructability of Designs,False,AU,Australia
ent:fd61cab0e133de93,Practice,Deconstruction and Reuse,deconstruction and reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c51::f83af8e5954acf46,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,steel beams were deconstructed and reused from the existing building on the site,2,Deconstruction and Reuse,False,AU,Australia
ent:ff02d56d7206671c,Practice,Deconstruction Investigations,deconstruction investigations,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Deconstruction investigations e.g. understand access points and attachment points,1,Deconstruction Investigations,False,AU,Australia
ent:e1501f2ef18a13fe,Practice,Deconstruction Logistics,deconstruction logistics,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c22::740e166950993902,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,What are the transport logistics –are the intermediate steps between current use and new use? Do we have storage?,2,Deconstruction Logistics,False,AU,Australia
ent:37f38b30d009dd0d,Practice,Deconstruction Services,deconstruction services,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c56::2d60a6e977806fcc,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,34.0,The researchers suggest that the industry should provide deconstruction services with capable facilities.,1,Deconstruction Services,False,AU,Australia
ent:efd6d0f6c5aa882e,Practice,Deconstruction Trials,deconstruction trials,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c38::884474d23840360e,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Involve contractors to conduct deconstruction trials to identify challenges early so they can establish safe and efficient extraction methods,1,Deconstruction Trials,False,AU,Australia
ent:ea5a359af8e61413,Practice,deep reduction,deep reduction,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c307::c5fdc0b924c4c756,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"systematic and deep reduction, reuse, recycling and recovery of resources",6,deep reduction,False,AU,Australia
ent:37419d87b0133094,Practice,Dematerialisation,dematerialisation,True,47.gbca-a-practical-guide-to-circular-procurement::c39::4404ab69d1a046a5,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Reuse and adaptive reuse | Dematerialisation | Design for modularity and flexibility,7,Dematerialisation,False,AU,Australia
ent:cc88ed7ae40f7f28,Practice,Demolish to segregate at the highest value,demolish to segregate at the highest value,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c193::26ce715208bd3a37,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Demolish to segregate at the highest value is what is required to ensure that a project is more circular,2,Demolish to segregate at the highest value,False,AU,Australia
ent:77b4b5dc7a53caec,Practice,Demolition,demolition,True,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,"Demolition salvage – in advanced form, buildings can be purposefully deconstructed to maximise reuse and recycling",26,Demolition,False,AU,Australia
ent:b933d900a8c5c206,Practice,Demolition Material Recovery,demolition material recovery,False,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,"Demolition salvage – in advanced form, buildings can be purposefully deconstructed to maximise reuse and recycling",1,Demolition salvage,False,AU,Australia
ent:5fb16e1c33dada7b,Practice,Demonstrator Projects,demonstrator projects,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,If establishing precedent is the main driver (for instance in demonstrator projects),1,Demonstrator Projects,False,AU,Australia
ent:4524d69698dba12a,Practice,Design,design,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c50::10784bfe7c82b080,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"ordering, reusing materials on-site, and designing were not designed to be taken apart; they are buildings that generate less waste at end-of-life",27,Design,False,AU,Australia
ent:e7a37d3fc2e52db4,Practice,Design Decisions,design decisions,True,47.gbca-a-practical-guide-to-circular-procurement::c141::7d3a19dad0a4fee0,47.gbca-a-practical-guide-to-circular-procurement.pdf,,To assess the environmental and circularity impacts of different design decisions.,2,Design Decisions,False,AU,Australia
ent:bb223e4eec81dc19,Practice,Design for Adaptability,design for adaptability,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,"planning for future adaptability. By 2027, incorporate these into",11,Adaptability; Design for Adaptability,False,AU,Australia
ent:618595783eefcd5d,Practice,Design for Circularity,design for circularity,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c150::010246e2fb28c993,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"Collaborate with architects, designers, and developers to encourage the design of products and buildings for durability, repairability, and disassembly.",3,Design for Circularity,False,AU,Australia
ent:ebf24303b55a7a7f,Practice,Design for Flexibility,design for flexibility,True,47.gbca-a-practical-guide-to-circular-procurement::c16::d822759828214356,47.gbca-a-practical-guide-to-circular-procurement.pdf,8.0,"Creating buildings and spaces that can adapt to changing needs or functions over time, reducing the need for major alterations or demolition.",4,Design for Flexibility; Flexible Design Processes,False,AU,Australia
ent:9a6f49e443a282a2,Practice,Design for flexible services and upgradeability,design for flexible services and upgradeability,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,adaptable layouts enabling repurposing; design for flexible services and upgradeability.,1,Design for flexible services and upgradeability,False,AU,Australia
ent:fcbaf59f26e654e2,Practice,Design for Longevity,design for longevity,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c292::7e312af4f612758a,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"This can be achieved through long-lasting design, maintenance, repair, reuse, remanufacturing, refurbishing, and recycling",14,Design for Longevity,False,AU,Australia
ent:7cbdb02bf1718863,Practice,Design for Manufacture and Assembly/Disassembly (DfMAD),design for manufacture and assembly/disassembly (dfmad),True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c109::7b10d566e0b0ea0d,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,43.0,Embed DfMAD (Design for Manufacture and Assembly/Disassembly) and MMC (Modern Methods of Construc/on) where designed to circular and low carbon principles,1,Design for Manufacture and Assembly/Disassembly (DfMAD),False,AU,Australia
ent:814659abfde48077,Practice,Design for Modularity,design for modularity,True,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,as well as design for modularity and disassembly,6,Design for Modularity,False,AU,Australia
ent:842902ce9cfeff25,Practice,Design for Repair (DfR),design for repair (dfr),True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c50::3f4d7cf3abcbefed,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"design-for-disassembly (DfD), design-for-repair and remanufacturing (DfRem)",1,Design for Repair (DfR),False,AU,Australia
ent:dfb3ea363d7bfda4,Practice,Design for Resource Recovery,design for resource recovery,True,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,adoption of design and construction methods aimed at facilitating the disassembly of assets at the conclusion of their initial lifecycle,3,Design for Resource Recovery,False,AU,Australia
ent:206179caaddb6fb7,Practice,Design for Reuse (DfR),design for reuse (dfr),True,47.gbca-a-practical-guide-to-circular-procurement::c38::11348968975c9696,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Design for Reuse and adaptive reuse,2,Design for Reuse (DfR),False,AU,Australia
ent:0403d9f760e48341,Practice,Design for Reverse Logistics (RL),design for reverse logistics (rl),False,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c23::53c17b26ed0dc3bd,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,,"design for RL (Chileshe et al., 2016); and product certification policies",1,Design for Reverse Logistics (RL),False,AU,Australia
ent:08450f7781edbd0a,Practice,Design in Layers,design in layers,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c41::071ef31f01ad8b91,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"Design in layers (Shearing/Brand model: Site, Structure, Skin, Service, Space, Stuff).",2,Design in Layers,False,AU,Australia
ent:0a33cb396546cd3a,Practice,Design of concrete buildings for disassembly,design of concrete buildings for disassembly,False,52.Circular-Economy-Markets-Australia-_ARUP::c170::86ee576c023a8e17,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Design of concrete buildings for disassembly: An explorative review.,1,Design of concrete buildings for disassembly,False,AU,Australia
ent:b06d0cc3c577fb70,Practice,Design out waste on site using standardised dimensions,design out waste on site using standardised dimensions,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c108::c86836b3e89eb53b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Design out waste on site by using standardised dimensions to avoid off cuts.,1,Design out waste on site using standardised dimensions,False,AU,Australia
ent:1ee63795144d24f8,Practice,Design Phase Waste Management,design phase waste management,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c50::f3095d056498a81f,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,waste management in the design phase is more essential than effective on‑site waste management.,1,Design Phase Waste Management,False,AU,Australia
ent:abb5d16cadb7c7bf,Practice,Design Stage,design stage,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c36::5573267d0f2b37c2,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,The design stage should focus on the CE transition in the construction industry as it is a crucial stage,8,Design Stage,False,AU,Australia
ent:640dbd5b967fb5cb,Practice,Design-Led Strategy,design-led strategy,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c45::bef7774e10cd6118,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,waste minimisation within the policy setting is viewed as an end-of-pipe solution rather than a design lead strategy,3,Design-Led Strategy,False,AU,Australia
ent:544ffb23544cb20e,Practice,desk study,desk study,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c10::746895024e138a5f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,it is important to complete not only a desk study but also on the ground research to understand the assets full context,1,desk study,False,AU,Australia
ent:84826338ef09734e,Practice,Detailed Audit,detailed audit,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c13::e2c5dc3ce12cb69a,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,6.0,"It is split into two auditing stages, an initial audit and a detailed audit",1,Detailed Audit,False,AU,Australia
ent:dda54f9739fe046c,Practice,Digital Journey,digital journey,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,Businesses that proactively train and include their long-standing employees in the digital journey will reap the benefits,1,Digital Journey,False,AU,Australia
ent:04639e2d4fc0cd09,Practice,Digital Marketplaces for Secondary Materials,digital marketplaces for secondary materials,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Support the creation and scaling of e-commerce style platforms for buying/selling secondary materials.,1,Digital Marketplaces for Secondary Materials,False,AU,Australia
ent:38be1b17f111e11c,Instrument,Digital Passport,digital passport,True,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,"Proportion of building components catalogued in a digital passport (tracking composition, origin, and potential for reuse).",1,Digital passport,False,AU,Australia
ent:76ce008a1d82bd0c,Practice,Direct Reuse,direct reuse,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c179::239773f8c9d0265b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,74.0,"Direct Reuse: Resources are directly reused for the same purpose, where possible. This includes some repair",3,Direct Reuse,False,AU,Australia
ent:bdd41c117527369a,Practice,Direct Reuse Off-Site,direct reuse off-site,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c190::ffd40d65a4ec6726,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,79.0,then direct reuse off-site is the second option for consideration.,2,Direct Reuse Off-Site,False,AU,Australia
ent:e0c2182f950e5183,Practice,Direct Reuse On-Site,direct reuse on-site,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c190::ffd40d65a4ec6726,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,79.0,The direct reuse on the development site is generally the first port of call,1,Direct Reuse On-Site,False,AU,Australia
